name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating
Q Apartment Da Nang,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D120614791%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,No description,225928955000,"Công Viên Hùng Vương, Danang International Airport, Nhà hàng NHÀ BẾP CHỢ HÀN",No class,"https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Z2oOugjkY0mZrajWKb4BLt2vkgCbNMemliBrJAJXppYWdVi507pX3CHvlCzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4yVvBhy3nG9m-EOYdDa2mQdLvpOz0EzzJHoqbVDLkuB3c668aCSYU8b-v9Hqq-YRW5yFC1VHSCPdLgqaP0_RAhc8ThxMhxmQibyYUENqMNQsQbEPPeJ5-9dnAv8FCw, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZgKC1nHcL8DsIbC-wG79JszTmjCKBAbOFpgr8NbbCgaycEiB965nlB1PcLTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4yVvBhy3nG9m-EOYdDa2mQdLvpOz0EzzJHoqbVDLkuB3c668aCSYU8b-v9Hqq-YRW5yFC1VHTSPY-YqePk-R1dQ8ThxMhxmQibyYUENqJLSyxqXAOA4jT-_8IFzS04, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZqZqstCkn4FMXNUascbFO0TzthXCAJLiHiz_fM7LD_KmhDzwR6pLONE7ALTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4yVvBhy3nG9m-EOYdDa2mQdLvpOz0EzzJHoqbVDLkuB3c668aCSYU8b-v9Hqq-YRW5yFC1VHSOPfLgpRepkUzJA8ThxMhxmQibyYUENqKnvZnS2W16KAyyGavB9Aas, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZmaC5sC536ztkLQuAd8NC-mf8sCjWKJGslBDkAKLJ_Oq2LTFj8pv9Im7kPTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4yVvBhy3nG9m-EOYdDa2mQdLvpOz0EzzJHoqbVDLkuB3c668aCSYU8b-v9Hqq-YRW5yFC1VHTSlfL4-a-JjRFdc8ThxMhxmQibyYUENqBBh8hqa2ds1RUQx4mrwoWA, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZvMCxlQoT93c5GQihH7dg4CvtlUH-D7GlnDrsFY_-vqrmQlN7q4TfWk2yGzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4yVvBhy3nG9m-EOYdDa2mQdLvpOz0EzzJHoqbVDLkuB3c668aCSYU8b-v9Hqq-YRW5yFC1VHTe2Xrw9RfJkUx9A8ThxMhxmQibyYUENqFc248aGzA38b-qVT34hjAo, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zu8S7tCYDv1IYKximf8ZH5GrR8kKIOYOIqBDOcbzLvomwVgl7rYi9LV7qCzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4yVvBhy3nG9m-EOYdDa2mQdLvpOz0EzzJHoqbVDLkuB3c668aCSYU8b-v9Hqq-YRW5yFC1VHTe1aL0_a_13Ux9A8ThxMhxmQibyYUENqDmzMkwWqQntJLg1V8Xdn1U, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZpJOtnB5s7ngWbEqze4J66zOfjinmI56TmA_JH772lZmDQzkR2LH5Mk3OdjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4yVvBhy3nG9m-EOYdDa2mQdLvpOz0EzzJHoqbVDLkuB3c668aCSYU8b-v9Hqq-YRW5yFC1VHSCIcPQ-DeJlRTJc8ThxMhxmQibyYUENqCjvACZPmIZ2Ws4Ck63xN4Y, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zu6qM4SkW1HUrHE2zWbpu-mnSjCeOOe-Avxf3fpHkmI-vJA905e_YMEviFzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4yVvBhy3nG9m-EOYdDa2mQdLvpOz0EzzJHoqbVDLkuB3c668aCSYU8b-v9Hqq-YRW5yFC1VHTSmY-EqeP5nRA9m8ThxMhxmQibyYUENqMxrLhJCipgJymCcl56SdwA, https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zm4i0nAgpsFMwa0vTQYVG-xT0pVPjQ-27qjqdEYLSlei-TC0U6OrZAFbKLTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4yVvBhy3nG9m-EOYdDa2mQdLvpOz0EzzJHoqbVDLkuB3c668aCSYU8b-v9Hqq-YRW5yFC1VHSO1bLg-a895RCFE8ThxMhxmQibyYUENqHbn3kFTi2Q0JOTpEjpcfkY",4.8
Muong Thanh Luxury Buon Ma Thuot hotel,https://booking.muongthanh.com/khach-san-muong-thanh-luxury-buon-ma-thuot,"Modern rooms & suites in an upmarket hotel featuring dining, bars & a spa, plus an outdoor pool.",248215870000,"The World Coffee Museum, Buon Ma Thuot Airport, Nhà Hàng Quyên Quyên",4-star hotel,"https://photos.hotelbeds.com/giata/original/69/690055/690055a_hb_r_001.jpg, https://lh5.googleusercontent.com/p/AF1QipNOsywhglU2nsOBEGqnfaR2AAfm-s3GHIK4U9GP=s10000, https://lh5.googleusercontent.com/p/AF1QipMx-RKeL8jGyXpPCJRjzoINE5d-4Brlrood_38o=s10000, https://images.trvl-media.com/lodging/18000000/17490000/17486100/17486051/3f830691_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/13/a6/c9/s-nh-h-i-ngh-ti-c-eakao.jpg?w=1900&h=1400&s=1, https://photos.hotelbeds.com/giata/original/69/690055/690055a_hb_a_003.jpg, https://lh5.googleusercontent.com/p/AF1QipMLQCdcNqJftcKCbRh-wb4xIQitdXgacoFRbJQ2=s10000, https://lh5.googleusercontent.com/p/AF1QipOxdx8Tnb7va_2fxks74JWXJcWcGlQpkiA1-3Fn=s10000, https://lh5.googleusercontent.com/p/AF1QipP7of1IOFTCiLomEEkwLTxHXOVjwd-Ckz-BJrGN=s10000",3.9
Hami Garden,https://hamigarden.thanhmaiconcept.com/,No description,271210590000,"Trung Nguyen Coffee Village, Buon Ma Thuot Airport, Nhà hàng Tây Bắc",No class,"https://lh5.googleusercontent.com/p/AF1QipNlt28E5zXI4iwg-Fe-N2aD_e6gfHkvsZBk1eh9=s10000, https://lh5.googleusercontent.com/p/AF1QipPGC30eryFEOOf8j5O9NB7PUFC0zEY36eSet-I6=s10000, https://lh5.googleusercontent.com/p/AF1QipOVVljlZ_BgxIBpVNORyLGGOtNstGeiM2TsGzTI=s10000, https://lh5.googleusercontent.com/p/AF1QipNCBxNcbfv0tuxa4VlgjmdlShhmz-luCDgMhWyh=s10000, https://lh5.googleusercontent.com/p/AF1QipPC_cNqwYmBcTBgq3GF3DBRVanFP_PKtnZMi5qi=s10000, https://lh5.googleusercontent.com/p/AF1QipMrQd4wp-NCbRqWNqgSAC_KztanHt2tK03ckOrQ=s10000, https://lh5.googleusercontent.com/p/AF1QipOzd48aTxIVGCWY2gGkrl4E-Fmw36rCivjoiDVO=s10000, https://lh5.googleusercontent.com/p/AF1QipOCkMFHytyqDt1o_qj_35dWlnvs5Cq5JjDO0QEl=s10000, https://lh5.googleusercontent.com/p/AF1QipOQhg8b9hNLs56OWA5Fqd0_u8yZu-vsH0RzZs9r=s10000",2.5
SOJO Hotel Dak Lak,https://sojohotels.com/,No description,181646920000,"Buon Ma Thuot Victory Monument, Buon Ma Thuot Airport, Nhà hàng Han Kook Kwan",4-star hotel,"https://photos.hotelbeds.com/giata/original/99/992839/992839a_hb_f_002.jpg, https://photos.hotelbeds.com/giata/original/99/992839/992839a_hb_a_001.jpg, https://cdn.worldota.net/t/1024x768/content/56/83/56831015213a7d82d44fcb4af70b1e841d36acb8.PNG, https://images.trvl-media.com/lodging/94000000/93090000/93088000/93087952/790f7838_z.jpg, https://lh5.googleusercontent.com/p/AF1QipO1h5ob4YENdWDbucUER_nklQ-PK53IcQ2k5zX_=s10000, https://lh5.googleusercontent.com/p/AF1QipOK4oQAHN8H_tnwr3sn0eJS5V0_IovjZppqoZOB=s10000, https://lh5.googleusercontent.com/p/AF1QipMyMYebCzfFQY9Q2OsMkpjk3fvugV2iaaqiwokg=s10000, https://lh5.googleusercontent.com/p/AF1QipPurPEMKoxlplkpo0EPA40URBl-m_k4AEuDx-Yh=s10000, https://lh5.googleusercontent.com/p/AF1QipMjxNj3IioQegnjGvAjOoMP_mT-6YuNHVk3fn1Y=s10000",4.7
TNN Garden,http://tnngarden.vn/,No description,254142420000,"Buon Ma Thuot Airport, Nhà hàng Tây Bắc",No class,"https://lh5.googleusercontent.com/p/AF1QipOHtsWLrUi_1uyMfQ7fyHiUhODLL3faX6WDKF6J=s10000, https://lh5.googleusercontent.com/p/AF1QipPe8RbynFpOsu-5y3olJ63xy_UeB_jXIn6BjEf8=s10000, https://lh5.googleusercontent.com/p/AF1QipNYzVO2-CECOL3iZG2Bhsmudk9f8HTFT24n40ru=s10000, https://lh5.googleusercontent.com/p/AF1QipNhah7GJFuwYLJbfZhbNSHnZmof7gwmiQrKR2Dp=s10000, https://lh5.googleusercontent.com/p/AF1QipMvxNGs7CFdn42GTt7viEc798m47yd_SiJL506c=s10000, https://lh5.googleusercontent.com/p/AF1QipNy_SEC5Td8oGJpwBoi-MVmTAS73aGKLzu5B2jB=s10000, https://lh5.googleusercontent.com/p/AF1QipMjj5F_H2TKKDAAHH6MdPzeSojZnAZjg6KSSy8G=s10000, https://lh5.googleusercontent.com/p/AF1QipP2Xxb87tKlmZv0OLUemS-lZ3VgCg3fY2uxT7JS=s10000, https://lh5.googleusercontent.com/p/AF1QipOoPnPuaSMN8OR6jYQb3RUBL-XBKD2AgzE0ppMU=s10000",2.7
Ka Kul A'House,No link,No description,330797040000,"Trung Nguyen Coffee Village, Buon Ma Thuot Airport, Nhà hàng Tây Bắc",No class,"https://lh5.googleusercontent.com/p/AF1QipPM2Ki_QpVJYbnHLHwR7-7eH2EhJm7Jq9Xov8tW=s10000, https://lh5.googleusercontent.com/p/AF1QipNnN7VO4m9Yn5oHBHKrRkdtqKTUagx4h3HyGNaN=s10000, https://lh5.googleusercontent.com/p/AF1QipMTCv0i_QWerfXVh7c-Ietxw0zauwetDiRo1N6s=s10000, https://lh5.googleusercontent.com/p/AF1QipOVUCFTquyg3qrZHh21hzktUsMTEt-KkCyz9axu=s10000, https://lh5.googleusercontent.com/p/AF1QipO00c2SBrhs8yxCEabE11ITpvIf26CRlIRFWmzg=s10000, https://lh5.googleusercontent.com/p/AF1QipNLjG-DXrdFReffJVDEf1c8nuZoibm-q9axtmxk=s10000, https://lh5.googleusercontent.com/p/AF1QipMX7wUKw12b9pMiCv7X0UQSJwhDgIj6mEhXIdRD=s10000, https://lh5.googleusercontent.com/p/AF1QipO6qH_rPNrjacNSVyRH0Hayj7HRXHUzJlDy-56g=s10000, https://lh5.googleusercontent.com/p/AF1QipMlNlS8K_ARnyRq-e-EcFkuy5T7IpHk71yKbOw8=s10000",2.6
Elephants Hotel,http://elephantshotel.com/,"Warm rooms & suites in a refined hotel with a restaurant, an outdoor pool & a spa, plus a gym.",215191585000,"Ban Me Thuot Bishop Residence, VP Buôn Ma Thuột, Buon Ma Thuot Airport, Nhà hàng Hà Mường",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNqt4yWk1p6PA5DJLxOIYujZT3jU9u6uef5c74S=s10000, https://lh5.googleusercontent.com/p/AF1QipMpwGTpRXInBsmrUKUsiVF7s0F14u5msyKKzCiW=s10000, https://lh5.googleusercontent.com/p/AF1QipPFH1khCb4sAP62QnDB-2pIlbgkLiHzuR90e2J8=s10000, https://lh5.googleusercontent.com/p/AF1QipPnn4npe9gxWttSCFxcTVSxEfU-Umnow-bKUuAl=s10000, https://lh5.googleusercontent.com/p/AF1QipM4gq1XeP1ZjETX74hDtTpz8K06NlcojikL02hU=s10000, https://lh5.googleusercontent.com/p/AF1QipNL6IetUEd2T-3LGf-7lQ-wMlrxKPPmx_LGLr7G=s10000, https://lh5.googleusercontent.com/p/AF1QipPeMjN-QDouSuVWv-hZvflrbkrqgzrm7E64LGDi=s10000, https://lh5.googleusercontent.com/p/AF1QipOyDKknsguSuGP412dj1o-L4G_yF8S569nRifcu=s10000, https://images.trvl-media.com/lodging/68000000/67650000/67649000/67648913/e19e25f1_z.jpg",4.6
Xóm Sình Farmstay,No link,No description,173686380000,"Buon Ma Thuot Airport, Nhà hàng tiệc cưới Leo",No class,"https://lh5.googleusercontent.com/p/AF1QipMe76qslkYeLK5miRVMMQFV_1bWKgtwMK7PWFPO=s10000, https://lh5.googleusercontent.com/p/AF1QipPr8-54afj-0rYkSliKjYWRtXPu4en719qz9HFU=s10000, https://lh5.googleusercontent.com/p/AF1QipPSv_nyTY4fQQRoYl_dbu7MO5CcDYKhrfzJXZ4f=s10000, https://lh5.googleusercontent.com/p/AF1QipNTcEJKPemWuqxsIX3wy7N7i84VFy9d3nKoDQZz=s10000, https://lh5.googleusercontent.com/p/AF1QipOKt9NWnJ3ix7ZfBjYRUBseDuoOGDQaCatUgdJV=s10000, https://lh5.googleusercontent.com/p/AF1QipPgEc5DTVPIoZMcEN2jPQaSXbLivTr-AdhIb_ec=s10000, https://lh5.googleusercontent.com/p/AF1QipOcyiNrGWJPIEDfIutNoCJmRBu8q-FLusjhzDaM=s10000, https://lh5.googleusercontent.com/p/AF1QipPb5aC7T7TAR4uN8z5WxiouTBcHnbRR_k4ySJ3e=s10000, https://lh5.googleusercontent.com/p/AF1QipNZftlwGQ839yNaH9d49XtOO-1wII1Ax5B86K1B=s10000",2.5
Saigon - Ban Me Hotel,No link,"Informal hotel offering a free breakfast buffet & 2 restaurants, plus a sauna & a gym.",220047730000,"Roman Catholic Cathedral of Ban Mê Thuột Diocese, Buon Ma Thuot Airport, Nem Nướng ninh hòa Thanh Trầm",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipN7MIohGx6tDDKxhLTZLsBMzC9bfRb9Hhg45jGi=s10000, https://images.trvl-media.com/lodging/16000000/15340000/15334300/15334236/34b4ad44_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMB4zS2573ZNDWpLDqex_ELYaC1oK1F04lw1SOz=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/1e/b8/77/saigon-banme-hotel.jpg?w=2100&h=1400&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/04/0a/bf/saigon-banme-hotel.jpg?w=1900&h=1400&s=1, https://images.trvl-media.com/lodging/16000000/15340000/15334300/15334236/d8676b7a_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNY7iLmBZJq-CGTFd-YcAD8JDy25i8k-rOeyCX0=s10000, https://lh5.googleusercontent.com/p/AF1QipNUQJikqojKjJu1YVuWbzZdtNtDIad1_Piy-ymS=s10000, https://lh5.googleusercontent.com/p/AF1QipPZvy9-XoJ4QfuNwSB1F8iw-G3Fh_QpP9IsOa3k=s10000",4.8
Khu Du Lịch Sinh Thái Ako-EA,No link,No description,260830430000,"Trung Nguyen Coffee Village, Buon Ma Thuot Airport, Ako Dhong Eco-Tourism Area",No class,"https://lh5.googleusercontent.com/p/AF1QipMkepw5JokpKDpSdE5IDal5VXfQiVvio7q1ZaXL=s10000, https://lh5.googleusercontent.com/p/AF1QipNO3ORyvbgSk2VmmnsAEPzA0awB8TZMjzRw5WHz=s10000, https://lh5.googleusercontent.com/p/AF1QipNnOBXj-5MrUswZUbXr5q-7Vk8hNNk57X4HeGGR=s10000, https://lh5.googleusercontent.com/p/AF1QipN1_rkWSlzNWR8-nTR31hv0VZpxlKx5LDB-btSa=s10000, https://lh5.googleusercontent.com/p/AF1QipN3NhFn09m8w7nyxc7w8aFegaLoYYEI3TRzBaCH=s10000, https://lh5.googleusercontent.com/p/AF1QipPAGgvGQzI4DSf38ce4_gLn4p8sdNmTF9q34485=s10000, https://lh5.googleusercontent.com/p/AF1QipPHyII-s93N1JZThSobARmpvDAysbQ8Ecf6aHa9=s10000, https://lh5.googleusercontent.com/p/AF1QipN4xw_o_5TewUQ3ReKAnWpuOeFky2y33g2Lrzvb=s10000, https://lh5.googleusercontent.com/p/AF1QipO2bFylaXDzdNH-PcZgN6bRdYKAOgqIFiigLN4N=s10000",3.6
Buon's Garden,No link,No description,272881980000,"Buon Ma Thuot Airport, Hoa Kim Garden - Nhà hàng sân vườn",No class,"https://lh5.googleusercontent.com/p/AF1QipP8T1x1KkM86uBUFU79De5AZZ0i7fMzh5Wiy9t9=s10000, https://lh5.googleusercontent.com/p/AF1QipPSk5CMi640CoLMD1FDzyr2DuE8ewtvvwnEeyks=s10000, https://lh5.googleusercontent.com/p/AF1QipMIeIHUh97MscmWymkssGYUJeDrjTpimm88NXip=s10000, https://lh5.googleusercontent.com/p/AF1QipNFZHbFtGUUjE6fQNWM1K6ykRzW4kHpP7QpjR0W=s10000, https://lh5.googleusercontent.com/p/AF1QipPgfV0hHSINKcnqsva3w7YAgjwUY3BQFzJrl7Lu=s10000, https://lh5.googleusercontent.com/p/AF1QipPuINoV4JyEvhKNFEfMM13U_hN11d25znweOTzg=s10000, https://lh5.googleusercontent.com/p/AF1QipN14jr4qdyMm9XaQl4u0IUQssXS5aQcnZ_dJeaL=s10000, https://lh5.googleusercontent.com/p/AF1QipN-7W41zKSnURHk4YcyznIOC6iuz8VFsgplE_0Z=s10000, https://lh5.googleusercontent.com/p/AF1QipOvx3dBM6NSGxuFVcjj5v8qDjKUtXeWLij8Eoqq=s10000",2.8
Hai Ba Trung hotel & Spa,http://hbthotel.vn/,"Simple accommodations in a down-to-earth hotel offering a restaurant, a pool & a spa, plus a gym.",170938705000,"Roman Catholic Cathedral of Ban Mê Thuột Diocese, Buôn Ma Thuột Hai Bà Trưng, Buon Ma Thuot Airport, Thanh Ký (Ching Kei) Chinese Restaurant",5-star hotel,"https://images.trvl-media.com/lodging/40000000/39290000/39285200/39285122/63d93282_z.jpg, https://images.trvl-media.com/lodging/40000000/39290000/39285200/39285122/766c0d6f_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNXJAWmQpdyyLiaUYgFsVksiqkKP-SJPxaJrFms=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/19/b7/0c/photo4jpg.jpg?w=1900&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipPA1zrcDDqLUvXKrdD419nfU6Yqgp-EozWUirzI=s10000, https://images.trvl-media.com/lodging/40000000/39290000/39285200/39285122/a1ec9206_z.jpg, https://images.trvl-media.com/lodging/40000000/39290000/39285200/39285122/babef1b1_z.jpg, https://cdn.worldota.net/t/1024x768/content/83/aa/83aa49a994593e06bfdef675e2713c0a845970b6.jpeg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/53/71/f0/breakfast.jpg?w=1900&h=1400&s=1",4.8
Lak Tented Camp,https://www.laktentedcamp.com/,"Relaxed resort offering bungalows with balconies overlooking a lake, plus a low-key restaurant.",465117310000,"Lắk Lake, Lien Khuong International Airport, Nhà hàng Hiến Thủy",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMtyA3ACy7yhS7L7JYUUiKFF3EAZCgVYH8lfy0K=s10000, https://lh5.googleusercontent.com/p/AF1QipO26tG0KEygHv7nMwqfubLDyKlTzv2Pzaf7w81L=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/5b/32/bf/photo1jpg.jpg?w=1900&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipN52Fjh4oCknpm0gkxe4Kwkb7puUKHpd0mu4wKp=s10000, https://lh5.googleusercontent.com/p/AF1QipMG01B_lc_3qHbI1eYPYS8ygJg21GA-DeJXB0Br=s10000, https://lh5.googleusercontent.com/p/AF1QipO_vlr3Uynbd_4esySVA6ZZw27nYCiphd9dU-kf=s10000, https://images.trvl-media.com/lodging/17000000/16790000/16784500/16784496/1e235314_z.jpg, https://images.trvl-media.com/lodging/17000000/16790000/16784500/16784496/14ee3c92_z.jpg, https://images.trvl-media.com/lodging/17000000/16790000/16784500/16784496/8270f8c5_z.jpg",3.1
Nhà Của Mom,https://www.facebook.com/nhacuamom68?mibextid=LQQJ4d,No description,110253185000,"Trung Nguyen Coffee Village, Buon Ma Thuot Airport, Lau Bo Daklak. (Hotpot Vietnam)",No class,"https://lh5.googleusercontent.com/p/AF1QipPFBZ4C-SkrttHCLsUr4Uh_MU7I4AKCGDKuI-I=s10000, https://lh5.googleusercontent.com/p/AF1QipN6P7oL1Uhw2f_5YjD4xfD7DiRNexROAwHj33w=s10000, https://lh5.googleusercontent.com/p/AF1QipMaRhXx0QoBV07iXqBhElE4Wrdm448hKtw2LUU=s10000, https://lh5.googleusercontent.com/p/AF1QipPzMjcBZo2f80dg7bVPEfHtS39JcmSlCo4eN3o=s10000, https://lh5.googleusercontent.com/p/AF1QipNVFqe0WGBU_5rS5rNukDqnNedVaFgqjPLEbTJ4=s10000, https://lh5.googleusercontent.com/p/AF1QipMA8RxfN0tXWvEioPSX2KmV6iTDIGW4hLiKfb8=s10000, https://lh5.googleusercontent.com/p/AF1QipMGarL9Dd4LVjqOwEtW693QTTgRpJSHhfFpF3s=s10000, https://lh5.googleusercontent.com/p/AF1QipOz-gCtaApkUfQUJxjrTICnZPJekkf2FTRkRILi=s10000, https://lh5.googleusercontent.com/p/AF1QipPS_iuG9MfuR5SdeF5LVMHgVsfhCQXw-lZIVrk=s10000",3.0
HARMONY Botanical (Garden Stay),No link,No description,646800000000,"Ban Me Thuot colonial prison, Buon Ma Thuot Airport, Nhà hàng Han Kook Kwan",No class,"https://lh5.googleusercontent.com/p/AF1QipOrFwmuXHKFb4lO72oTdps0lqOw7Vp9LTVFKeX_=s10000, https://lh5.googleusercontent.com/p/AF1QipNrR0aNXumfFfakfXchqq9OgnIA7bYu1SfAE3vG=s10000, https://lh5.googleusercontent.com/p/AF1QipPe7tslZEJSKTnHYE6j7NWqaD70XOEgIURbvNz2=s10000, https://lh5.googleusercontent.com/p/AF1QipNdBivQkDKdl7ijWp4f9UpRbdRTg7gyxiNaTiLA=s10000, https://lh5.googleusercontent.com/p/AF1QipMLVHvipzO1APG13xEPRuAb6ZH7AKWTnyUdfp9T=s10000, https://lh5.googleusercontent.com/p/AF1QipPXTlp_wQ4rNIhOylZL7_Nx_pAzm_Q-_7G5CESO=s10000, https://lh5.googleusercontent.com/p/AF1QipMijKG8QScpVS6n2J-_41iWQdLwOV2nebxCw68b=s10000, https://lh5.googleusercontent.com/p/AF1QipPVn5w9PWCFnSYpO2SQ8gjZ4tgou-2_dVYgrftz=s10000, https://lh5.googleusercontent.com/p/AF1QipPb3tssTVPQysphzt-U-pO3FrEwjiVvvML7rehh=s10000",4.4
Kim Dong homestay,https://www.facebook.com/groups/695275675924705,No description,130095000000,"Trung Nguyen Coffee Village, Buon Ma Thuot Airport, Nhà hàng Nhật - JIRO yakiniku",No class,"https://lh5.googleusercontent.com/p/AF1QipMoeyEOiJ9dTgeQD8q9DVI4joJeJ7SL0JXGrr7S=s10000, https://lh5.googleusercontent.com/p/AF1QipMEanH-PvpuqLexrs-coxrOOdHQasJN4i_R2Ip-=s10000, https://lh5.googleusercontent.com/p/AF1QipNn-GvWokEFCiYT5Zn3COLeThxTl2uLdFlhYZ6G=s10000, https://lh5.googleusercontent.com/p/AF1QipN9aaCcdViz8UumYjsoeKXWeUEstL1S1QSXTCKt=s10000, https://lh5.googleusercontent.com/p/AF1QipOQbvN_Hkl_87dad_w9B6iNafKV5VZSRTSVJIGK=s10000, https://lh5.googleusercontent.com/p/AF1QipOOHUgcOAGfQDhKyffErzS-uxnUCrXw8L85Q34Z=s10000, https://lh5.googleusercontent.com/p/AF1QipNfsAGlKb8aeKqIdUQzx6TGDQ1KWXCqRzn2gR3m=s10000, https://lh5.googleusercontent.com/p/AF1QipN3VEurynEpMA1Jf0VauRFjnQ1pX0tHcBPvBsYB=s10000, https://lh5.googleusercontent.com/p/AF1QipMgd7Pojb1tYwPcCoT2V83PtSXEM9bKrbo-vBE9=s10000",3.6
Amazing House & Coffee,No link,No description,159271805000,"Đắk Lắk Museum, Buon Ma Thuot Airport, Nhà hàng Vũ",No class,"https://lh5.googleusercontent.com/p/AF1QipNOPGrPKSDJ6gxQ-ec81OuatRhPZRKC8TH7x60p=s10000, https://lh5.googleusercontent.com/p/AF1QipOvoCcO5W8XOs0-7OEOdor8Uzw7Qr3DEzlUAE8Z=s10000, https://lh5.googleusercontent.com/p/AF1QipOnaq_dNbQBIMAUseYsOW3ICLLMYhwqEQbgsZqC=s10000, https://lh5.googleusercontent.com/p/AF1QipPFkh307RWmBwcuJ06_BeAx0VRQr8_MR1-JS_k1=s10000, https://lh5.googleusercontent.com/p/AF1QipOwOL_wqQz5nB-dnusA8JreU39SI9QQF-vi5cav=s10000, https://lh5.googleusercontent.com/p/AF1QipMwwFN4lCFSsbG9boCUX9owkLPpLq64bX76iAbM=s10000, https://lh5.googleusercontent.com/p/AF1QipOqrvbdPnmnk8zdoVcnwdQTaiXweew4vW3FaL5F=s10000, https://lh5.googleusercontent.com/p/AF1QipPFSh9lNVAqDixtasig3B5hoZv1lkfgFveA5Rwh=s10000, https://lh5.googleusercontent.com/p/AF1QipOi12dx8LieNG71Y3UNSfPY6OpBH4f60KvXoFRW=s10000",3.5
